,timestamp,close,volume,ret,rw_mean,rw_std,zscore,ema_fast,ema_slow,mom,ret_sign,ret_sign_sum,ret_lag1,ret_lag2,ret_lag3,labels,weights,t1
6724,2025-10-28 15:23:03.764,25795.703920000014,0.06169,2.457490302492624e-05,-2.226469340488992e-05,3.7954160086628994e-05,1.2341096918611312,115180.89673246352,115184.01142287922,-3.1146904157067183,-1.0,-10.0,-0.00010611062624520149,-1.2503292968125859e-05,-8.682787677216616e-08,-1.0,0.8982364741981036,6726.0
6734,2025-10-28 15:23:17.515,25805.020080000002,0.0888000000000001,7.658668600638556e-05,-1.3232101467767072e-05,4.520549786756613e-05,1.9868996507756738,115163.68245258962,115175.38045584351,-11.698003253884963,0.0,-5.0,0.0,8.32794817772672e-05,0.0,1.0,0.89835919421248,6738.0
6736,2025-10-28 15:23:18.719,25803.10864000002,0.0530300000000001,2.8478671951048908e-05,-5.921213657769599e-06,5.014281809457186e-05,0.6860381489801148,115164.87493284547,115175.04537672432,-10.170443878843798,1.0,-2.0,3.6815094887719046e-05,7.658668600638556e-05,0.0,1.0,0.8984208892994551,6739.0
6739,2025-10-28 15:23:20.109,25808.309200000018,0.20117,6.954211900228806e-05,1.5020456473618144e-06,4.3272900560477477e-05,1.572348349807603,115167.87607649145,115175.17340220662,-7.297325715175248,1.0,0.0,2.1184827462062922e-05,0.0,2.8478671951048908e-05,-1.0,0.8984820499941822,6746.0
6746,2025-10-28 15:23:22.215,25788.751760000014,0.05097,-0.00011208588412442631,1.1478407663584724e-05,3.591392113836482e-05,-3.440568100398123,115177.00066770424,115177.42490258248,-0.42423487824271433,0.0,4.0,0.0,0.0,0.0,1.0,0.8985345312588094,6776.0
6747,2025-10-28 15:23:22.318,25789.927760000006,0.05127,-5.7046207313219836e-05,1.0020706599277926e-05,4.027453294844937e-05,-1.665243730960128,115176.62727078002,115177.2824467601,-0.6551759800786385,-1.0,4.0,-0.00011208588412442631,0.0,0.0,1.0,0.8985472907392515,6754.0
6754,2025-10-28 15:23:29.454,25810.471600000004,0.0567300000000001,0.0001247738692315873,8.466467816114492e-07,4.0578846549881664e-05,3.0539858421906203,115169.11162562594,115174.06876034905,-4.957134723110357,1.0,1.0,8.683483599298352e-08,0.0,0.0,-1.0,0.8985991162713886,6784.0
6765,2025-10-28 15:23:46.224,25804.876720000015,0.06643,4.818614961682215e-05,-4.53200651773551e-06,4.176469101849094e-05,1.2622661694986341,115173.3973740216,115174.51799169075,-1.120617669148487,1.0,-1.0,1.7364798112763972e-07,0.0,0.0,-1.0,0.8986041561521941,6783.0
6781,2025-10-28 15:23:47.516,25799.86560000002,0.07338,-3.2123700904932595e-06,1.9144325075179193e-06,1.110170748690297e-05,-0.46180305984843795,115179.34105400772,115177.1658530099,2.175200997822685,-1.0,1.0,-4.341032748471253e-07,-9.637044172756123e-06,0.0,-1.0,0.8986235029852682,6783.0
6789,2025-10-28 15:23:47.556,25791.76368000002,0.05415,-5.218508548827972e-05,-4.814389654371568e-06,1.2894193504287023e-05,-3.6738005901041078,115176.63870208585,115176.63878253213,-8.044627611525357e-05,0.0,-6.0,0.0,-4.7841171487591764e-05,0.0,-1.0,0.8987529581392752,6793.0
6793,2025-10-28 15:23:47.648,25792.96688000002,0.07367,-2.1014593246414866e-05,-9.472937426453482e-06,1.6479449507559832e-05,-0.7003665777714378,115171.5484910841,115174.72842956538,-3.179938481276622,-1.0,-9.0,-1.1028142909040315e-05,-1.0593849523689566e-05,-1.936387752062869e-05,-1.0,0.8988008576440127,6796.0
6794,2025-10-28 15:23:47.648,25793.579600000012,0.0698,-9.204878272922923e-06,-1.0523667088774225e-05,1.651357573010987e-05,0.07986089763602547,115170.14958717133,115174.14257941568,-3.992992244355264,-1.0,-10.0,-2.1014593246414866e-05,-1.1028142909040315e-05,-1.0593849523689566e-05,-1.0,0.8988099003400127,6796.0
6795,2025-10-28 15:23:47.648,25794.47712000001,0.06,-8.683891165219786e-07,-1.0983911002420373e-05,1.6332113393769406e-05,0.619363936885139,115168.78295982168,115173.54118336926,-4.758223547585658,-1.0,-11.0,-9.204878272922923e-06,-2.1014593246414866e-05,-1.1028142909040315e-05,-1.0,0.8988143604726806,6796.0
6803,2025-10-28 15:23:47.734,25808.29536000002,0.08591,0.00016415194322832392,-2.2483000703515955e-05,3.445686802288404e-05,5.416480225435974,115149.15417646157,115164.45860102013,-15.30442455856246,1.0,-15.0,3.8132270950314736e-05,0.0,-1.294255109952047e-05,-1.0,0.8991512905917043,6821.0
6804,2025-10-28 15:23:47.753,25795.52856000002,0.10005,-7.816148214320231e-06,-1.2521589386839073e-05,5.39237554092883e-05,0.08726101652307935,115148.9185406081,115163.87569606864,-14.957155460549984,1.0,-13.0,0.00016415194322832392,3.8132270950314736e-05,0.0,-1.0,0.899157260004348,6807.0
6818,2025-10-28 15:23:48.748,25780.13096000001,0.06396,-9.745117417264474e-05,-1.5198840128154065e-07,4.5961302605245524e-05,-2.116980585764458,115143.14887298636,115155.60056044925,-12.451687462889822,-1.0,-6.0,-2.5186655917946464e-06,-8.685042462659821e-08,8.685042463311852e-08,-1.0,0.8992937199059278,6840.0
6821,2025-10-28 15:23:50.126,25781.536479999995,0.05321,-6.384349018117892e-05,2.419084973984973e-06,4.540060232973864e-05,-1.4595087135607026,115139.46952378938,115153.06545941954,-13.595935630160966,0.0,-6.0,0.0,-8.685911489807826e-08,-9.745117417264474e-05,-1.0,0.8993496946689908,6841.0
6838,2025-10-28 15:23:58.445,25785.838399999993,0.05088,-1.2161127996991713e-05,-8.073419406842039e-06,2.541150873610726e-05,-0.16086051318260983,115124.86026585712,115139.45339278516,-14.593126928040874,0.0,-5.0,0.0,0.0,0.0,-1.0,0.8993569094218997,6839.0
6842,2025-10-28 15:23:59.030,25775.637920000023,0.06909,-5.212722519273029e-05,-6.780246741012883e-06,2.2546586830722122e-05,-2.011256895188298,115121.63266821316,115136.45705191127,-14.824383698112797,-1.0,-5.0,-0.00010085846547048346,-9.729133116085843e-06,-1.276934356857761e-05,1.0,0.8994995124212677,6855.0
6853,2025-10-28 15:24:04.285,25784.831999999995,0.05376,2.8671441013778282e-05,-1.1354501752538001e-05,2.5977557477694557e-05,1.5407893163342954,115104.85136697289,115124.32077103898,-19.469404066097923,1.0,-6.0,7.298316243719103e-06,1.737700834346777e-07,0.0,1.0,0.8995236158317693,6854.0
6855,2025-10-28 15:24:04.351,25789.921040000016,0.05041,4.76948302411362e-05,-7.614268223809858e-06,3.007981955645725e-05,1.8387443668647614,115104.25207137689,115122.84623057958,-18.594159202693845,1.0,-4.0,4.613322956078459e-05,2.8671441013778282e-05,7.298316243719103e-06,-1.0,0.8995539236413362,6863.0
6864,2025-10-28 15:24:09.409,25778.440960000007,0.051,-1.3379808184222756e-05,-1.8679442478813086e-07,3.3275016921168265e-05,-0.3964840486164134,115107.80269901265,115119.65816180437,-11.85546279171831,-1.0,5.0,-0.00011476359862412279,0.0,0.0,-1.0,0.8996616593199283,6865.0
6865,2025-10-28 15:24:09.410,25778.36016000001,0.051,-2.2502808399149276e-05,-8.514407855394621e-07,3.3405419355986856e-05,-0.6481393647188357,115106.8729181543,115118.94936961406,-12.076451459754026,-1.0,3.0,-1.3379808184222756e-05,-0.00011476359862412279,0.0,-1.0,0.8996790478840014,6881.0
6866,2025-10-28 15:24:11.302,25780.008720000013,0.20011,-7.211431839793784e-06,-1.976581205496926e-06,3.375239309525321e-05,-0.15509567816419909,115105.78502118723,115118.17889847916,-12.393877291935496,-1.0,3.0,-2.2502808399149276e-05,-1.3379808184222756e-05,-0.00011476359862412279,-1.0,0.8996908350407783,6881.0
6882,2025-10-28 15:24:12.906,25778.942160000006,0.12287,-3.5624357486033653e-06,-9.899966926742036e-06,2.669365898261905e-05,0.23741711277580174,115096.41415189227,115108.28053832434,-11.866386432069703,-1.0,-5.0,-3.98810363508581e-05,0.0,0.0,-1.0,0.8997345323707214,6885.0
6887,2025-10-28 15:24:12.957,25773.103360000023,0.13504,-3.823467050861682e-05,-5.91722095323829e-06,1.6248183471394338e-05,-1.9889884582970787,115092.28365704135,115104.89908714933,-12.615430107980501,-1.0,-5.0,-1.1557010406634045e-05,-6.308328142197625e-05,0.0,-1.0,0.8998159172466818,6894.0
6894,2025-10-28 15:24:13.285,25771.088399999993,0.05358,-5.2748865488014194e-05,-7.815921721830502e-06,2.0127326946163003e-05,-2.2324347234532436,115084.60141386955,115099.10712337865,-14.505709509103326,0.0,-6.0,0.0,0.0,-8.689863584358628e-08,1.0,0.8998466393456054,6902.0
6900,2025-10-28 15:24:16.501,25777.338800000027,0.08711,1.6337888389165207e-05,-1.1113833857876584e-05,2.225184151342074e-05,1.2336831741769896,115077.74575096546,115093.73618003153,-15.99042906606337,0.0,-7.0,0.0,8.690437525017929e-08,0.0,1.0,0.8998594454445418,6901.0
6902,2025-10-28 15:24:16.516,25780.398640000014,0.1953,3.0849492930166e-05,-7.364344550801793e-06,2.273670112804213e-05,1.6807116165679845,115076.70779160665,115092.3334487207,-15.625657114054775,1.0,-6.0,1.877086140147253e-05,1.6337888389165207e-05,0.0,1.0,0.8999045820251894,6903.0
6904,2025-10-28 15:24:16.622,25789.43119999999,0.0506099999999999,9.010649385861358e-05,-3.7928413504726586e-06,2.6085381162360933e-05,3.5996919073365543,115077.09395185941,115091.45833243665,-14.364380577244447,1.0,-2.0,3.7018135327813304e-05,3.0849492930166e-05,1.877086140147253e-05,-1.0,0.899977554259629,6913.0
6908,2025-10-28 15:24:20.407,25777.556080000024,0.05001,-2.5023940004879566e-05,6.356231459319381e-06,2.8052971379565162e-05,-1.1186041848860164,115081.75670672338,115091.42952126726,-9.67281454388285,0.0,2.0,0.0,8.688759711719988e-08,-8.688759711713785e-08,-1.0,0.9000016341850441,6909.0
6911,2025-10-28 15:24:20.959,25777.702000000005,0.05014,-8.341744592607107e-06,3.3498300527793794e-06,2.8697811809540465e-05,-0.407402990722852,115082.73572523655,115090.87651014116,-8.140784904608154,0.0,0.0,0.0,-3.5017189489998284e-05,-2.5023940004879566e-05,-1.0,0.9000741825207749,6913.0
6913,2025-10-28 15:24:21.192,25765.824880000015,0.05573,-0.0001111430174110895,2.932743077989639e-06,2.8809461111205213e-05,-3.95966310375086,115082.84801997822,115090.3913764583,-7.543356480076909,-1.0,1.0,-8.689353903128194e-08,-8.341744592607107e-06,0.0,1.0,0.9000883407567158,6927.0
6917,2025-10-28 15:24:21.892,25777.855200000005,0.13618,1.3556991245014468e-05,-4.384242534988259e-19,3.989081593096431e-05,0.3398524529401708,115077.598195256,115087.4660722185,-9.867876962511218,1.0,0.0,4.0498260709560864e-05,2.95487292010222e-06,-5.7010124874546994e-05,-1.0,0.9001410819096753,6920.0
6920,2025-10-28 15:24:21.948,25765.505440000008,0.05883,-8.95143032721546e-05,6.735043434877757e-07,4.0005906810157076e-05,-2.254362278139527,115075.77271798518,115085.85710507116,-10.084387085982598,0.0,2.0,0.0,0.0,1.3556991245014468e-05,1.0,0.9001522515108309,6924.0
6923,2025-10-28 15:24:23.285,25782.868240000025,0.07934,8.143227292363266e-05,-7.100122956160141e-06,4.3438803716444085e-05,2.0380947157775027,115071.7492271526,115083.42100397129,-11.671776818693615,0.0,-1.0,0.0,0.0,-8.95143032721546e-05,1.0,0.9002027047827892,6926.0
6925,2025-10-28 15:24:24.246,25778.20984000001,0.06553,7.82111884573477e-06,-8.094234459282781e-06,4.190052197737944e-05,0.3798366457729307,115071.64764399566,115082.6288779425,-10.981233946833527,1.0,-2.0,2.581012620034143e-05,8.143227292363266e-05,0.0,1.0,0.900243132924232,6926.0
6926,2025-10-28 15:24:25.063,25785.48872000001,0.0572200000000001,7.560099536223107e-05,-7.698834137140185e-06,4.201721147108883e-05,1.982516854476653,115071.8240588532,115082.32957046897,-10.505511615760042,1.0,-2.0,7.82111884573477e-06,2.581012620034143e-05,8.143227292363266e-05,1.0,0.9002857862889123,6927.0
6927,2025-10-28 15:24:25.549,25789.564400000017,0.05103,8.315449401609559e-05,-3.923128748884492e-06,4.5961425613706214e-05,1.894580554494959,115072.81224372433,115082.32532225686,-9.513078532530926,1.0,0.0,7.560099536223107e-05,7.82111884573477e-06,2.581012620034143e-05,-1.0,0.9002896510143923,6930.0
6928,2025-10-28 15:24:26.105,25783.948000000004,0.05336,1.0600180481215691e-05,2.345959519202867e-07,4.9925200997358853e-05,0.20762229938935597,115074.61774432201,115082.63498382221,-8.017239500200958,1.0,0.0,8.315449401609559e-05,7.560099536223107e-05,7.82111884573477e-06,-1.0,0.9003154038907971,6929.0
6929,2025-10-28 15:24:26.878,25770.82040000001,0.06249,-9.349399129796836e-05,2.01580197622505e-06,4.961111187279231e-05,-1.9251693657456952,115076.36748295801,115082.97449254934,-6.607009591331007,1.0,1.0,1.0600180481215691e-05,8.315449401609559e-05,7.560099536223107e-05,-1.0,0.9003821827149509,6943.0
6944,2025-10-28 15:24:46.944,25769.339040000006,0.0535999999999999,-5.0405442268875015e-05,9.124901520867268e-08,3.798242414020142e-05,-1.3294751993149552,115074.68155182936,115079.89488633588,-5.213334506523097,-1.0,2.0,-2.4941063702970715e-05,0.0,0.0,1.0,0.9004902662386755,6963.0
6945,2025-10-28 15:24:46.945,25772.323440000007,0.05431,-7.3003091681310805e-06,-3.7195294082521495e-06,3.907391165664777e-05,-0.09164117994136389,115073.66807070276,115079.37505399699,-5.7069832942361245,-1.0,0.0,-5.0405442268875015e-05,-2.4941063702970715e-05,0.0,-1.0,0.900499640731155,6946.0
6946,2025-10-28 15:24:46.946,25771.694160000014,0.054,-1.7294992739327915e-05,-4.4756008089454424e-06,3.8985046669869636e-05,-0.3288284261678139,115072.6711115882,115078.84472435774,-6.173612769533065,-1.0,-2.0,-7.3003091681310805e-06,-5.0405442268875015e-05,-2.4941063702970715e-05,1.0,0.9005020780811478,6950.0
6964,2025-10-28 15:25:08.215,25776.469360000003,0.06054,-6.083255522206386e-07,6.952294742703312e-08,1.790427497816547e-05,-0.037859579426230215,115064.84761704216,115071.61887740168,-6.77126035951369,1.0,2.0,3.6239467799908534e-05,1.946730670139465e-05,1.7121114197362257e-05,-1.0,0.9005777614491794,6965.0
6965,2025-10-28 15:25:09.331,25768.52552000001,0.0500699999999999,-6.396315168430266e-05,2.559378783259752e-06,1.3415324918517328e-05,-4.958696918446407,115065.33165351434,115071.56350437211,-6.231850857773679,-1.0,4.0,-6.083255522206386e-07,3.6239467799908534e-05,1.946730670139465e-05,1.0,0.9005887220527791,6968.0
6968,2025-10-28 15:25:17.671,25781.43848000001,0.0523000000000001,6.448456800483817e-05,5.953317560080365e-07,1.957744264070017e-05,3.263410733319335,115064.61718512632,115070.70822890213,-6.091043775813887,0.0,6.0,0.0,8.690923180935613e-08,-6.396315168430266e-05,1.0,0.9006628325955396,6976.0
6975,2025-10-28 15:25:17.848,25778.680000000022,0.13704,5.213931973839926e-06,6.417909879371173e-06,2.5278587223052245e-05,-0.04762836000769196,115067.89996296476,115070.75754827086,-2.8575853061047383,1.0,6.0,5.2140814972776505e-05,0.0,0.0,1.0,0.9007208897705935,6976.0
6982,2025-10-28 15:25:19.687,25784.146479999996,0.05237,2.9280692847550786e-05,1.200496315185969e-05,2.7900200865532666e-05,0.6191973333079186,115077.65866451943,115074.08550857625,3.573155943187885,1.0,8.0,1.6943225727239672e-05,0.0,0.0,1.0,0.9008728061934298,6987.0
6990,2025-10-28 15:25:20.147,25787.28880000001,0.06015,5.820281605252537e-06,1.9275852895442085e-05,2.544067251940384e-05,-0.5288999740679077,115090.99738130582,115080.334621659,10.662759646816994,1.0,10.0,2.8928170876022894e-05,6.420094219467398e-05,7.862787840167527e-05,1.0,0.9010377176936928,6992.0
6992,2025-10-28 15:25:20.302,25790.006480000025,0.05593,3.648457562870099e-05,1.9566866975704714e-05,2.5241078316018155e-05,0.6702450938742569,115095.3588540848,115082.57307659095,12.785777493845671,0.0,12.0,0.0,5.820281605252537e-06,2.8928170876022894e-05,1.0,0.901076378251991,6995.0
6998,2025-10-28 15:25:24.116,25799.30128,0.06203,2.761611207510397e-05,2.698546850499982e-05,3.541976530956259e-05,0.017804858919591483,115111.03029879325,115090.97584074792,20.05445804532792,1.0,13.0,0.0001266270337903395,4.23862926962015e-05,7.921854385165898e-05,1.0,0.9012900654997109,7000.0
7000,2025-10-28 15:25:24.165,25799.102320000005,0.05382,4.541758890263892e-05,2.6815464904671956e-05,3.570657893159594e-05,0.520971902423622,115118.34747815048,115094.87175534628,23.475722804199904,-1.0,13.0,-6.5131652563758666e-06,2.761611207510397e-05,0.0001266270337903395,-1.0,0.9013015224465272,7009.0
7001,2025-10-28 15:25:26.634,25800.21624000001,0.05943,3.768721711688785e-05,2.9086344349803906e-05,3.5353900842662264e-05,0.24327932464652122,115121.9562897552,115096.88382894149,25.072460813709768,1.0,12.0,4.541758890263892e-05,-6.5131652563758666e-06,2.761611207510397e-05,-1.0,0.9013039651615298,7008.0
7009,2025-10-28 15:25:37.299,25788.038880000007,0.0607199999999999,-4.4897536144517936e-05,1.8513475420120383e-05,3.7950787541796866e-05,-1.6708747115008646,115142.57488987925,115111.56642039618,31.008469483072986,-1.0,8.0,-5.983130093222646e-05,-8.683528085016029e-08,0.0,-1.0,0.9013645142452348,7010.0
7010,2025-10-28 15:25:37.301,25786.578240000017,0.06,-4.68102159777387e-05,1.4822190069093343e-05,4.039604070044414e-05,-1.5257041178838602,115143.13918608121,115112.77735743237,30.36182864884904,-1.0,6.0,-4.4897536144517936e-05,-5.983130093222646e-05,-8.683528085016029e-08,-1.0,0.9014071469750982,7013.0
7022,2025-10-28 15:25:55.116,25786.733120000004,0.0502600000000001,-6.001038589649088e-05,-4.511295762252259e-06,4.180253369427171e-05,-1.3276489440116985,115145.09162501025,115123.35236539306,21.73925961718487,0.0,-3.0,0.0,8.684310848606623e-08,0.0,-1.0,0.9015556971727646,7023.0
7024,2025-10-28 15:25:55.119,25784.731760000024,0.051,-2.5188558072697507e-05,-1.1936932582880832e-05,4.712398300094635e-05,-0.2812076606154179,115143.79250936213,115124.30357536502,19.488933997112326,-1.0,-5.0,-8.85023505160806e-05,-6.001038589649088e-05,0.0,-1.0,0.9016285579243963,7026.0
7027,2025-10-28 15:25:56.151,25791.471360000025,0.06532,3.344096256791047e-05,-1.4864066851250242e-05,4.722973051870276e-05,1.022767425537807,115139.8986590773,115124.73787966785,15.16077940944524,-1.0,-5.0,-3.352782075474807e-05,8.685818686774331e-08,-2.5188558072697507e-05,-1.0,0.9016571709925434,7028.0
7028,2025-10-28 15:25:56.231,25779.804000000004,0.06686,-8.529838108503516e-05,-1.3187676958812211e-05,4.836326633727174e-05,-1.4910221972955804,115138.97402487946,115124.91663771152,14.057387167937122,1.0,-6.0,3.344096256791047e-05,-3.352782075474807e-05,8.685818686774331e-08,-1.0,0.9017313605240294,7034.0
7034,2025-10-28 15:25:58.829,25776.762879999995,0.0517899999999999,-6.142108853740089e-05,-8.517170980362288e-06,4.7539941403170757e-05,-1.1128309274295967,115129.07757565565,115123.56341964653,5.514156009128783,-1.0,-2.0,-2.8146451898372937e-05,-5.68985866239772e-05,0.0,1.0,0.9018285187282601,7039.0
7039,2025-10-28 15:26:13.707,25791.246800000008,0.0509300000000002,7.002147733601402e-05,-2.026894797607667e-05,3.338157760227112e-05,2.7047980392563455,115119.00956372611,115120.48398786609,-1.4744241399748717,0.0,-5.0,0.0,8.687832742188346e-08,0.0,1.0,0.9018918204532227,7041.0
7040,2025-10-28 15:26:14.059,25789.280240000007,0.0503300000000001,2.493202223445715e-05,-1.676787410927597e-05,3.88442538104198e-05,1.0735151957273494,115118.30103384744,115120.19172596882,-1.890692121378379,1.0,-5.0,7.002147733601402e-05,0.0,8.687832742188346e-08,1.0,0.9019202626346927,7041.0
7041,2025-10-28 15:26:14.815,25792.151039999997,0.26382,4.8298595128393435e-05,-1.5525615152977417e-05,3.979723657688548e-05,1.603734735602541,115117.93331633817,115120.0031447895,-2.0698284513346152,1.0,-4.0,2.493202223445715e-05,7.002147733601402e-05,0.0,1.0,0.9019855034419133,7042.0
7042,2025-10-28 15:26:16.315,25799.399280000012,0.0500000000000002,9.884848472361182e-05,-1.3110685396557743e-05,4.218282771183996e-05,2.6541409529682363,115118.13014335358,115120.00304168164,-1.8728983280598186,1.0,-4.0,4.8298595128393435e-05,2.493202223445715e-05,7.002147733601402e-05,1.0,0.9020794809935481,7044.0
7043,2025-10-28 15:26:17.692,25797.623360000012,0.0538200000000001,5.107078411780559e-05,-5.167741865552609e-06,4.750728196251247e-05,1.183787498152563,115119.39203446277,115120.37605670847,-0.9840222456987249,1.0,-3.0,9.884848472361182e-05,4.8298595128393435e-05,2.493202223445715e-05,1.0,0.9021242477432465,7044.0
7047,2025-10-28 15:26:22.460,25799.14808,0.05015,1.1375412896076898e-05,1.4616585699219654e-05,4.890737846435473e-05,-0.06627164276309029,115129.14487422023,115123.86552035753,5.2793538627011,1.0,3.0,7.9631513679423e-05,5.957581327949022e-05,5.827656906206802e-05,-1.0,0.9022662015664344,7050.0
7060,2025-10-28 15:26:35.011,25805.393680000023,0.14206,0.00010994440176534341,1.355457570772683e-05,5.569901600902609e-05,1.7305481051763403,115137.34873440862,115130.30799963853,7.040734770082054,1.0,6.0,6.687371753948171e-06,9.545190774916212e-05,7.817183864581576e-07,1.0,0.9025652649102042,7068.0
7065,2025-10-28 15:26:49.315,25786.117600000012,0.08032,-8.249854221074203e-05,6.222257391761951e-06,5.40731495017453e-05,-1.6407551599876546,115145.06574477968,115134.38259261644,10.683152163241175,1.0,4.0,7.815359526221849e-06,0.0,1.7020327655473198e-05,1.0,0.9025995200824596,7066.0
7067,2025-10-28 15:26:54.004,25802.29920000001,0.0500100000000001,4.949585863937618e-05,-7.381089561861125e-07,5.621350349248132e-05,0.8936281326855252,115146.64792259743,115135.62397336678,11.023949230657308,1.0,2.0,8.249854221069398e-05,-8.249854221074203e-05,7.815359526221849e-06,1.0,0.9026996542081146,7068.0
7068,2025-10-28 15:26:54.570,25807.5012,0.0508200000000001,8.014336201698604e-05,1.1679133309788515e-06,5.728196978779547e-05,1.3787139225727787,115148.30050139768,115136.55433489573,11.746166501950938,1.0,2.0,4.949585863937618e-05,8.249854221069398e-05,-8.249854221074203e-05,-1.0,0.9027030046145477,7077.0
7070,2025-10-28 15:26:58.101,25801.258400000006,0.05004,8.769183837803242e-06,6.186591515057781e-06,6.001480760217207e-05,0.043032595222384194,115153.04381180173,115138.99593651493,14.047875286807539,1.0,3.0,2.0143366941851558e-05,8.014336201698604e-05,4.949585863937618e-05,1.0,0.9027305672820408,7071.0
7071,2025-10-28 15:27:01.006,25802.567120000007,0.06057,2.3528816267803342e-05,9.473310863633167e-06,5.814511593428117e-05,0.2417314981624191,115155.28344877299,115140.22754515377,15.055903619213495,1.0,5.0,8.769183837803242e-06,2.0143366941851558e-05,8.014336201698604e-05,-1.0,0.9027445577708418,7076.0
7078,2025-10-28 15:27:01.393,25786.906000000003,0.0522,-6.912169685057796e-05,1.3969087720111544e-05,5.0669895770457076e-05,-1.6398451743497837,115164.92123197818,115147.48527052805,17.43596145012998,-1.0,9.0,-6.70330619990463e-05,-5.114007863402066e-05,-2.144506111862325e-05,-1.0,0.9029433020181028,7086.0
7080,2025-10-28 15:27:05.564,25794.09576000001,0.21276,-1.997305981592325e-06,5.406038902427131e-06,5.011647111023436e-05,-0.14772277893570399,115163.16318536081,115147.98479621288,15.178389147928101,0.0,5.0,0.0,-6.912169685057796e-05,-6.70330619990463e-05,-1.0,0.9029645008332181,7083.0
7088,2025-10-28 15:27:08.985,25784.44160000002,0.0628,-4.898630911804606e-05,-1.1710759662383052e-05,3.9626325235022477e-05,-0.9406764023239516,115153.91741157445,115147.84384601559,6.073565558865084,1.0,-3.0,8.685303432313355e-08,-9.536008906110987e-05,0.0,-1.0,0.9031418378657771,7090.0
7091,2025-10-28 15:27:09.746,25778.056160000007,0.05579,-6.99282263051888e-05,-2.3664927309324247e-05,3.2767235013710254e-05,-1.4118767924371711,115146.8938587614,115145.86451267214,1.0293460892571602,-1.0,-7.0,-5.159607777140483e-05,-2.9445053252732136e-05,-4.898630911804606e-05,1.0,0.9032732975926615,7092.0
7098,2025-10-28 15:27:17.320,25789.17104,0.0500400000000001,-1.1638456726998214e-05,-1.1715184721902171e-05,5.7495245426969435e-05,0.0013345202596599425,115140.35258495572,115143.25922507473,-2.9066401190066244,0.0,-8.0,0.0,0.0,0.0,-1.0,0.9033584713850338,7099.0
7099,2025-10-28 15:27:17.423,25780.13504000001,0.05939,-8.546863788260355e-05,-8.841022715723185e-06,5.5888819988810526e-05,-1.371072329373455,115139.83043400756,115142.9841685149,-3.1537345073447796,-1.0,-7.0,-1.1638456726998214e-05,0.0,0.0,-1.0,0.9033976645720152,7104.0
7101,2025-10-28 15:27:28.915,25788.419680000006,0.0507200000000001,-2.5014504940017422e-05,-8.841040375527095e-06,6.224566806577544e-05,-0.25983276338110844,115138.06078611503,115142.1412283258,-4.080442210761248,1.0,-8.0,8.347097870493301e-05,-8.546863788260355e-05,-1.1638456726998214e-05,-1.0,0.9034253680740767,7102.0
7104,2025-10-28 15:27:33.516,25778.512239999996,0.05094,-6.86255586520595e-05,-1.1547343660719302e-05,6.296490958904116e-05,-0.9065083192246078,115134.69550285747,115140.539584601,-5.844081743533025,-1.0,-7.0,-1.476690954498154e-05,-7.513413292030323e-05,-2.5014504940017422e-05,1.0,0.903496823075217,7111.0
7110,2025-10-28 15:27:37.623,25793.456160000016,0.05054,7.053683398163002e-05,-6.471477082416342e-06,6.048844341070685e-05,1.2731078422047775,115124.96796231052,115135.57597058704,-10.608008276525652,1.0,-9.0,8.687108987861469e-08,0.0,-8.687108976466207e-08,1.0,0.9035786994133721,7113.0
7112,2025-10-28 15:27:44.351,25790.828000000023,0.05586,1.129191003283072e-05,5.216295363963323e-06,6.025093925290128e-05,0.10083851549391785,115124.74520270771,115134.80740489477,-10.06220218706585,1.0,-5.0,4.1694310869369666e-05,7.053683398163002e-05,8.687108987861469e-08,1.0,0.9036385173749512,7113.0
7123,2025-10-28 15:28:11.416,25792.234159999993,0.0528900000000001,7.1219732590956515e-06,5.693580370519896e-06,3.880772002280447e-05,0.03680693624396365,115130.38103913864,115134.34624929787,-3.965210159236449,1.0,-2.0,2.5361584982256056e-05,6.00191896556362e-05,-8.686105379173688e-08,1.0,0.9037814087701855,7124.0
7124,2025-10-28 15:28:11.573,25800.50480000001,0.0632,8.250696819440865e-05,6.788024510723754e-06,3.8507822877914906e-05,1.9663262789179814,115131.01522588733,115134.43456899302,-3.4193431056919508,1.0,0.0,7.1219732590956515e-06,2.5361584982256056e-05,6.00191896556362e-05,1.0,0.9038551081342341,7126.0
7125,2025-10-28 15:28:12.315,25798.852880000006,0.05181,3.7429864059741797e-05,1.4344650853047162e-05,3.775146836231989e-05,0.6115050509465983,115132.49377580282,115134.83146837029,-2.3376925674674567,1.0,2.0,8.250696819440865e-05,7.1219732590956515e-06,2.5361584982256056e-05,1.0,0.9039082698335852,7126.0
7144,2025-10-28 15:28:25.258,25801.798400000014,0.08546,1.3457807927356092e-05,1.6047863062606802e-05,3.15113040843678e-05,-0.08219446625258997,115159.33349612636,115148.04210946146,11.291386664903257,1.0,3.0,4.749448572112363e-05,4.8017742087416295e-05,0.0,1.0,0.9040890458778946,7145.0
7146,2025-10-28 15:28:25.278,25805.937999999995,0.11472,4.6188081173743805e-05,1.203493680217803e-05,2.6931101333609605e-05,1.268167395674019,115162.56288458417,115149.91535152789,12.647533056282555,1.0,3.0,2.6220499118218933e-05,1.3457807927356092e-05,4.749448572112363e-05,1.0,0.9041555208336051,7152.0
